104	93.216	93.300	98.492	97.320	97.822	97.822	97.655
103	93.384	93.467	98.660	97.320	97.990	98.157	97.739
102	93.384	93.551	98.492	97.404	97.990	98.241	97.655
101	93.551	93.802	98.325	97.404	97.236	98.074	97.655
100	93.635	93.802	97.990	97.487	97.152	98.074	97.655
99	93.551	93.802	97.236	97.487	97.152	97.906	97.655
98	93.719	93.970	97.655	97.571	97.152	97.990	97.739
97	93.802	93.970	97.404	97.655	97.404	97.655	97.655
96	93.970	94.054	97.320	97.655	97.404	97.906	97.739
95	93.970	94.137	97.320	97.655	97.404	97.906	97.739
94	94.054	94.137	97.320	97.655	97.404	97.990	97.739
93	94.054	94.137	97.236	97.655	97.404	97.906	97.739
92	94.054	94.137	97.152	97.655	97.404	97.906	97.739
91	93.970	94.221	97.069	97.655	97.404	97.739	97.906
90	94.054	94.221	97.236	97.655	97.320	97.906	97.655
89	94.054	94.221	97.236	97.655	97.320	97.906	97.739
88	94.054	94.221	97.236	97.655	97.404	97.990	97.571
87	94.054	94.137	96.817	97.655	97.320	97.906	97.487
86	93.970	94.054	97.152	97.655	97.320	98.074	97.487
85	93.970	93.970	97.069	97.906	97.152	97.990	97.487
84	93.970	93.970	97.069	97.571	96.901	97.739	97.487
83	93.886	93.886	96.985	97.320	96.817	97.739	97.404
82	93.886	93.886	96.985	97.320	96.817	97.739	97.404
81	93.802	93.802	96.817	96.901	96.734	97.571	97.152
80	93.635	93.719	96.817	96.901	96.734	97.822	97.152
79	93.635	93.635	96.734	97.320	96.734	97.739	97.152
78	93.635	93.635	96.901	97.320	96.734	97.655	97.152
77	93.635	93.635	96.985	97.320	96.734	97.739	97.069
76	93.635	93.635	96.566	97.320	96.734	97.655	97.152
75	93.635	93.635	96.734	97.404	96.901	97.655	97.069
74	93.635	93.635	96.901	97.404	96.734	97.571	97.069
73	93.635	93.635	97.152	97.069	96.482	97.571	97.069
72	93.635	93.635	97.320	97.236	96.231	97.655	96.985
71	93.635	93.635	97.487	97.320	95.980	97.487	96.985
70	93.635	93.635	97.739	97.236	95.980	97.487	97.069
69	93.635	93.635	97.739	97.320	95.980	97.487	97.236
68	93.467	93.467	97.655	96.985	96.064	97.655	97.152
67	93.551	93.551	97.822	97.152	96.650	97.655	96.985
66	93.551	93.551	97.739	97.069	96.566	97.320	97.236
65	93.467	93.467	97.655	96.734	96.650	97.571	96.985
64	93.467	93.467	97.655	97.069	96.566	97.320	96.566
63	93.384	93.384	97.152	96.817	96.650	97.404	96.064
62	93.635	93.635	97.069	96.901	96.650	97.404	96.064
61	93.635	93.635	97.069	96.901	96.566	97.069	95.812
60	93.635	93.467	97.320	96.985	96.566	97.320	95.729
59	93.551	93.467	96.985	96.817	96.064	96.566	95.812
58	94.221	94.221	96.985	97.069	96.064	96.566	95.645
57	94.054	94.221	96.901	96.482	94.975	96.650	95.394
56	94.221	94.054	96.817	96.315	95.394	96.315	95.561
55	94.640	94.556	96.566	95.477	95.059	96.064	95.059
54	95.477	95.394	95.645	95.226	94.724	95.059	94.807
53	95.477	95.477	95.477	95.310	94.389	95.226	94.891
52	95.477	95.394	95.394	95.310	94.975	95.059	94.891
51	94.975	95.059	95.310	95.310	95.310	94.807	94.724
50	94.640	94.724	95.142	94.975	95.310	94.807	94.891
49	94.389	94.305	95.059	95.142	95.059	95.059	95.226
48	94.389	94.305	95.059	95.142	95.059	95.059	95.226
47	94.389	94.305	95.059	95.142	95.059	95.310	95.226
46	94.389	94.389	95.059	95.142	95.059	95.310	95.394
45	94.389	94.556	95.059	95.142	95.059	95.226	95.394
44	94.472	94.472	95.142	95.142	95.059	95.142	95.394
43	94.389	94.305	95.226	95.142	95.059	95.310	95.394
42	94.305	94.389	95.310	95.142	94.975	95.142	95.394
41	94.472	94.305	95.310	95.142	94.975	95.142	95.394
40	94.472	94.305	95.310	95.142	94.975	95.310	95.394
39	94.305	94.305	95.226	95.142	94.975	94.975	95.310
38	94.472	94.389	95.142	95.142	94.975	95.226	95.394
37	94.472	94.305	95.142	95.142	94.975	95.059	95.394
36	94.389	94.305	95.226	95.142	94.975	95.142	95.477
35	94.305	94.305	95.310	95.226	95.059	95.142	95.394
34	94.137	94.137	95.310	95.142	95.142	94.891	95.310
33	94.137	94.137	95.729	95.142	95.142	95.059	95.394
32	94.054	94.137	95.645	95.226	95.142	95.310	95.310
31	93.970	94.054	95.477	95.226	95.226	95.059	95.394
30	94.221	94.305	94.640	93.802	93.049	94.221	94.389
29	94.137	94.221	94.640	93.719	93.886	94.305	94.221
28	93.970	93.719	94.640	93.886	94.054	93.551	93.802
27	93.300	93.216	94.389	93.300	93.384	93.551	93.216
26	92.965	92.965	93.467	92.630	92.546	93.467	93.132
25	92.714	92.881	93.886	92.881	92.714	93.635	93.132
24	92.379	92.630	93.467	93.049	92.630	93.551	93.384
23	91.960	92.044	92.881	92.044	92.211	92.462	92.546
22	91.457	91.625	92.127	92.462	92.044	92.462	92.462
21	90.620	90.620	91.457	91.122	91.122	90.955	91.122
20	90.536	90.536	91.457	91.122	91.206	91.290	91.374
19	90.369	90.369	91.457	91.290	91.206	90.955	91.122
18	90.201	90.201	90.536	90.787	90.369	90.285	90.201
17	90.201	90.285	90.871	90.787	90.620	90.536	90.704
16	89.950	89.950	90.452	90.452	90.452	90.369	90.369
15	90.201	90.201	90.452	90.452	90.452	90.369	90.369
14	90.201	90.201	90.452	90.452	90.452	90.369	90.369
13	90.201	90.201	90.536	90.452	90.536	90.369	90.369
12	90.201	90.117	90.452	90.452	90.536	90.369	90.369
11	90.201	90.201	90.452	90.452	90.536	90.369	90.369
10	90.285	90.285	90.452	90.452	90.536	90.452	90.369
9	90.285	90.285	90.452	90.452	90.536	90.369	90.369
8	90.285	90.285	90.369	90.452	90.536	90.452	90.369
7	90.285	90.285	90.369	90.452	90.536	90.452	90.452
6	90.285	90.285	90.369	90.452	90.536	90.452	90.452
5	90.285	90.285	90.285	90.452	90.536	90.369	90.369
4	90.285	90.285	90.369	90.369	90.452	90.369	90.369
3	90.285	90.285	90.369	90.369	90.452	90.369	90.369
2	90.285	90.285	90.452	90.452	90.452	90.452	90.452
1	90.285	90.285	90.285	90.285	90.285	90.285	90.285
